job_id,job_title,job_title_raw,core_job_title,apply_url,is_expired,source,board_token,requisition_id,company_name,company_website,company_tagline,company_linkedin,company_headquarters,company_founded,company_employees,company_revenue,company_revenue_year,stock_symbol,stock_exchange,is_public_company,company_activities,company_industries,job_category,seniority_level,role_type,commitment,workplace_type,workplace_location,workplace_continents,workplace_countries,workplace_physical_environment,bachelors_required,bachelors_fields,masters_required,masters_fields,doctorate_required,high_school_required,min_industry_experience,min_management_experience,salary_range,yearly_min_salary,yearly_max_salary,hourly_min_salary,hourly_max_salary,compensation_currency,compensation_frequency,is_compensation_transparent,travel_requirement_air,travel_requirement_land,physical_labor_intensity,physical_position,computer_usage,cognitive_demand,oral_communication_level,four_day_work_week,overtime_required,weekend_availability_required,holiday_availability_required,morning_shift,evening_shift,overnight_work,on_call_requirement,401k_matching,retirement_plan,generous_pto,generous_parental_leave,tuition_reimbursement,relocation_assistance,language_requirements,num_language_requirements,driver_license_required,security_clearance,visa_sponsorship,licenses_certifications,technical_tools,role_activities,fair_chance,military_veterans,estimated_publish_date,requirements_summary,description,description_snippet,viewed_by_users_count,hidden_from_users_count
grnhse___opentable___8136631002,"Director, Experiential Marketing",,Director,https://job-boards.greenhouse.io/opentable/jobs/8136631002,False,grnhse,opentable,t5tbce2p1xsqv342,OpenTable,opentable.com,Global dining technology company delivering restaurant and diner connections.,linkedin.com/company/opentable,United States of America,1998.0,1001.0,317549.0,2014.0,OPEN,Nasdaq (NASDAQ),True,"internet, restaurant, business services, hospitality, gastronomy, tech startup, media, internet publishing, broadcasting and search portals, reservations, restaurants, services-business services, depository institutions, internet products and services, food pantry, dinners, food service, free food distribution programs, computer software and services, computer software publishers and developers, computer and equipment dealers, internet services, activities of call centres, professional, scientific and technical activities, reservation service and related activities, sound recording and music publishing activities, architectural activities, specialized design activities, engineering activities and related technical consultancy, specialised design activities, personal services, postal service, telephone answering services, specialized design services, convention and trade show organizers, advertising, repossession services, professional, scientific, and technical services, telemarketing bureaus and other contact centers, building inspection services, collection agencies, translation and interpretation activities, support services, sound recording studios, tobacco manufacturing, sound recording industries, private mail centers, textile and fabric finishing mills, business support services, industrial design services, advertising material distribution services, business support service activities, legal activities, document preparation services, packaging and labeling services, interior design services, miscellaneous textile product mills, convention and visitors bureaus, surveying and mapping services, services related to advertising, advertising agencies, business service centers, legal services, financial transactions processing, reserve, and clearinghouse activities, miscellaneous chemical product and preparation manufacturing, drycleaning and laundry services, wholesale trade agents and brokers, drafting services, travel arrangement and reservation services, translation and interpretation services, packaging activities, support activities for road transportation, manufacture of tobacco products, services to buildings and dwellings, media representation, postal activities, washing andcleaning of textile and fur products, postal activities under universal service obligation, organization of conventions and trade shows, information services, activities auxiliary to financial service activities, organisation of conventions and trade shows, data processing, hosting, and related services, charitable organization, agriculture and nutrition: congregate meals, food, vertical industry software, home furnishing software, reservation software, hospitality software, restaurant reservations software, website, product/service, internet service, technologie, information et internet","Online Retailers, Retailers, Software Companies",Marketing,Senior Level,People Manager,Full Time,Hybrid,New York or San Francisco,North America,US,Office,Required,"Marketing, Communications, Business Administration",Preferred,"Marketing, Communications, Business Administration",Not Mentioned,True,10.0,5.0,"$180,000 - $200,000",180000.0,200000.0,86.53846153846153,96.15384615384616,USD,Yearly,True,Extensive,Extensive,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"lead strategy, manage budget, coordinate events",False,False,2025-09-05T18:07:40.000Z,10+ years in event marketing; 5+ years in senior leadership; proven B2C/B2B event success; strong leadership; travel; Bachelor's degree required; Master's preferred.,,,0,0
pinpoint_d1a_383571,"Associate Director, Influencer & Creator Marketing",,"Associate Director, Influencer & Creator Marketing",https://d1a.pinpointhq.com/en/postings/a46eba17-af4b-40a4-a4da-c9dc0ae3881a,False,pinpoint,d1a,u3oyl9drid651h4g,Day One Agency,d1a.com,"Day One is a creative communications agency with the ambition of stopping the world in its scroll with stories that earn a place in culture. Their Shape, Share, Fuel approach to storytelling is founded on the belief that no one shares “content,” they share stories.",linkedin.com/company/day-one-agency,United States,2014.0,158.0,,,,,False,"public relations, communications infrastructure, corporate training, advertising, public relations agency, social media agency, connecting irl to online, community management, photo and video production, content strategy, thought leadership, measurement, influencer relations, gen z, advertising services, design, social media and digital strategy, creative campaign development","Graphic Design Companies, Design Companies, Advertising Companies, Marketing Companies, Professional Service Companies",Marketing,Mid Level,People Manager,Full Time,Hybrid,"New York, New York, United States",North America,US,Office,Required,"Marketing, Communications, Business",Not Mentioned,Not specified,Not Mentioned,True,4.0,1.0,"$90,000 - $105,000",90000.0,105000.0,43.26923076923077,50.48076923076923,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,True,True,False,False,False,False,English,1,False,None,False,Not specified,"TikTok, Instagram, YouTube, Creator platforms, Campaign analytics, Budget management","Lead campaigns, Manage relationships, Identify creators",True,False,2025-09-05T22:11:06.996Z,4-6 years in influencer/creator marketing; lead campaigns; strong negotiating and leadership.,,,0,0
successfactors___com___elcHXMProd___1323300500,"Brand Marketing Director - Dr.Jart+ (New York, NY, US, 10010)",,Brand Marketing Director,https://elchxmprod.jobs.hr.cloud.sap/job/New-York-Brand-Marketing-Director-Dr_Jart%2B-NY-10010/1323300500/,False,successfactors,com_elcHXMProd,lcg9fx89mdjk90b9,The Estée Lauder Companies Inc.,elcompanies.com,"The Estee Lauder Companies Inc. manufactures and markets a wide range of skin care, makeup, fragrance, and hair care products. The Company's products are sold in countries and territories around the world.",linkedin.com/company/the-estee-lauder-companies-inc-,United States,1946.0,62000.0,15608000000.0,2024.0,EL,New York Stock Exchange (NYSE),True,"perfumes, cosmetics, and other toilet preparations, cosmetics industry, building, buildings, meeting room, conference room, miscellaneous retail stores, cosmetics, beauty supplies, and perfume stores, personal care products manufacturing, cosmetics store, corporate amenity, health and beauty service, wholesaler, toilet preparation manufacturing, cosmetics, beauty supply and perfume stores, manufacturing sector, private households, chemicals and allied products, beauty and cosmetics, perfumes, cosmetics and other toilet preparations, cosmetics and beauty supply, beauty and spas, hair supplies and accessories, retail trade, cosmetics, beauty supply and personal care products, soap, detergents, and cleaning preparations, perfumes, cosmetics, health and personal care retailers, beauty supplies and equipment, cosmetics-wholesale and manufacturers, cosmetics and perfumes, beauty salons-equipment and supplies-wholesale and manufacturers, manufacturing, soap and other detergent manufacturing, manufacture of perfumes and toilet preparations, dispensing chemist in specialised stores, cosmetics, beauty supplies, and perfume retailers, perfume shops, consumer discretionary, package goods/cosmetics, consumer defensive, household and personal products, enterprise, public company, personal care and hygiene, e-commerce, cosmetics, consumer staple products, consumer staples, household products, beauty, health/beauty, skin care, cosmetics sales, spa, beauty salon, cosmetic manufacturers, perfume, hair care, personal care product manufacturing, makeup, fragrance","Soap And Cosmetics Companies, Manufacturing Companies, Chemical Companies",Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,8.0,,"$120,550 - $208,200",120550.0,208200.0,57.95673076923077,100.09615384615384,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"Develop strategy, Lead launches, Inspire team",False,False,2025-09-05T14:59:03.847Z,8+ years in beauty marketing with end-to-end product launches and cross-functional leadership.,,,0,0
successfactors___com___elcHXMProd___1323639000,"Director, Global Marketing, Skincare (New York, NY, US)",,"Director, Global Marketing, Skincare",https://elchxmprod.jobs.hr.cloud.sap/job/New-York-Director%2C-Global-Marketing%2C-Skincare-NY-10001/1323639000/,False,successfactors,com_elcHXMProd,kyrm5rrpg60ts7ag,The Estée Lauder Companies Inc.,elcompanies.com,"The Estee Lauder Companies Inc. manufactures and markets a wide range of skin care, makeup, fragrance, and hair care products. The Company's products are sold in countries and territories around the world.",linkedin.com/company/the-estee-lauder-companies-inc-,United States,1946.0,62000.0,15608000000.0,2024.0,EL,New York Stock Exchange (NYSE),True,"perfumes, cosmetics, and other toilet preparations, cosmetics industry, building, buildings, meeting room, conference room, miscellaneous retail stores, cosmetics, beauty supplies, and perfume stores, personal care products manufacturing, cosmetics store, corporate amenity, health and beauty service, wholesaler, toilet preparation manufacturing, cosmetics, beauty supply and perfume stores, manufacturing sector, private households, chemicals and allied products, beauty and cosmetics, perfumes, cosmetics and other toilet preparations, cosmetics and beauty supply, beauty and spas, hair supplies and accessories, retail trade, cosmetics, beauty supply and personal care products, soap, detergents, and cleaning preparations, perfumes, cosmetics, health and personal care retailers, beauty supplies and equipment, cosmetics-wholesale and manufacturers, cosmetics and perfumes, beauty salons-equipment and supplies-wholesale and manufacturers, manufacturing, soap and other detergent manufacturing, manufacture of perfumes and toilet preparations, dispensing chemist in specialised stores, cosmetics, beauty supplies, and perfume retailers, perfume shops, consumer discretionary, package goods/cosmetics, consumer defensive, household and personal products, enterprise, public company, personal care and hygiene, e-commerce, cosmetics, consumer staple products, consumer staples, household products, beauty, health/beauty, skin care, cosmetics sales, spa, beauty salon, cosmetic manufacturers, perfume, hair care, personal care product manufacturing, makeup, fragrance","Soap And Cosmetics Companies, Manufacturing Companies, Chemical Companies",Marketing,Senior Level,Individual Contributor,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,,,Not specified,,,,,,Yearly,False,None,None,Low,Sitting,Medium,High,Medium,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"Lead strategy, Develop products, Drive growth",False,False,2025-09-06T06:29:58.011Z,Senior-level marketing leader with global experience in luxury skincare and brand management.,,,0,0
successfactors___com___elcHXMProd___1323639300,"Director, Acquisition Marketing (EL, BB, LAB) (New York, NY, US, 10010)",,"Director, Acquisition Marketing",https://elchxmprod.jobs.hr.cloud.sap/job/New-York-Director%2C-Acquisition-Marketing-%28EL%2C-BB%2C-LAB%29-NY-10010/1323639300/,False,successfactors,com_elcHXMProd,ua54t8tb0724bcz0,The Estée Lauder Companies Inc.,elcompanies.com,"The Estee Lauder Companies Inc. manufactures and markets a wide range of skin care, makeup, fragrance, and hair care products. The Company's products are sold in countries and territories around the world.",linkedin.com/company/the-estee-lauder-companies-inc-,United States,1946.0,62000.0,15608000000.0,2024.0,EL,New York Stock Exchange (NYSE),True,"perfumes, cosmetics, and other toilet preparations, cosmetics industry, building, buildings, meeting room, conference room, miscellaneous retail stores, cosmetics, beauty supplies, and perfume stores, personal care products manufacturing, cosmetics store, corporate amenity, health and beauty service, wholesaler, toilet preparation manufacturing, cosmetics, beauty supply and perfume stores, manufacturing sector, private households, chemicals and allied products, beauty and cosmetics, perfumes, cosmetics and other toilet preparations, cosmetics and beauty supply, beauty and spas, hair supplies and accessories, retail trade, cosmetics, beauty supply and personal care products, soap, detergents, and cleaning preparations, perfumes, cosmetics, health and personal care retailers, beauty supplies and equipment, cosmetics-wholesale and manufacturers, cosmetics and perfumes, beauty salons-equipment and supplies-wholesale and manufacturers, manufacturing, soap and other detergent manufacturing, manufacture of perfumes and toilet preparations, dispensing chemist in specialised stores, cosmetics, beauty supplies, and perfume retailers, perfume shops, consumer discretionary, package goods/cosmetics, consumer defensive, household and personal products, enterprise, public company, personal care and hygiene, e-commerce, cosmetics, consumer staple products, consumer staples, household products, beauty, health/beauty, skin care, cosmetics sales, spa, beauty salon, cosmetic manufacturers, perfume, hair care, personal care product manufacturing, makeup, fragrance","Soap And Cosmetics Companies, Manufacturing Companies, Chemical Companies",Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Required,"Marketing, Business, Communications",Preferred,"Marketing, Business, Analytics",Not Mentioned,True,5.0,,"$120,550 - $208,200",120550.0,208200.0,57.95673076923077,100.09615384615384,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,"Meta Ads, TikTok Ads, Snap Ads, Pinterest Ads","Lead strategy, Manage campaigns, Optimize performance",False,False,2025-09-06T06:29:58.013Z,"5-7 years of growth marketing with acquisition focus; experience with Meta, TikTok, Snap, Pinterest; affiliate marketing; data analysis; agency partnerships; budget management.",,,0,0
successfactors___com___elcHXMProd___1323310400,"Executive Director, Global Marketing, Skincare - Clinique (New York, NY, US, 10153)",,Executive Director,https://elchxmprod.jobs.hr.cloud.sap/job/New-York-Executive-Director%2C-Global-Marketing%2C-Skincare-Clinique-NY-10153/1323310400/,False,successfactors,com_elcHXMProd,rvdbiqeht1ur72vm,The Estée Lauder Companies Inc.,elcompanies.com,"The Estee Lauder Companies Inc. manufactures and markets a wide range of skin care, makeup, fragrance, and hair care products. The Company's products are sold in countries and territories around the world.",linkedin.com/company/the-estee-lauder-companies-inc-,United States,1946.0,62000.0,15608000000.0,2024.0,EL,New York Stock Exchange (NYSE),True,"perfumes, cosmetics, and other toilet preparations, cosmetics industry, building, buildings, meeting room, conference room, miscellaneous retail stores, cosmetics, beauty supplies, and perfume stores, personal care products manufacturing, cosmetics store, corporate amenity, health and beauty service, wholesaler, toilet preparation manufacturing, cosmetics, beauty supply and perfume stores, manufacturing sector, private households, chemicals and allied products, beauty and cosmetics, perfumes, cosmetics and other toilet preparations, cosmetics and beauty supply, beauty and spas, hair supplies and accessories, retail trade, cosmetics, beauty supply and personal care products, soap, detergents, and cleaning preparations, perfumes, cosmetics, health and personal care retailers, beauty supplies and equipment, cosmetics-wholesale and manufacturers, cosmetics and perfumes, beauty salons-equipment and supplies-wholesale and manufacturers, manufacturing, soap and other detergent manufacturing, manufacture of perfumes and toilet preparations, dispensing chemist in specialised stores, cosmetics, beauty supplies, and perfume retailers, perfume shops, consumer discretionary, package goods/cosmetics, consumer defensive, household and personal products, enterprise, public company, personal care and hygiene, e-commerce, cosmetics, consumer staple products, consumer staples, household products, beauty, health/beauty, skin care, cosmetics sales, spa, beauty salon, cosmetic manufacturers, perfume, hair care, personal care product manufacturing, makeup, fragrance","Soap And Cosmetics Companies, Manufacturing Companies, Chemical Companies",Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,10.0,3.0,"$154,000 - $264,750",154000.0,264750.0,74.03846153846153,127.28365384615384,USD,Yearly,True,None,None,Low,Sitting,Medium,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,True,True,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"Lead strategy, Develop campaigns, Collaborate cross-functional",True,False,2025-09-05T14:59:03.847Z,"10+ years global marketing experience; leadership in skincare/prestige brands; strong strategic, digital, and cross-functional skills.",,,0,0
jazzhr___healthynest___job_20250905191958_TIX01BW9BJIPY3SE,Director / Vice President of Brand and Marketing,,Director of Brand and Marketing,http://healthynest.applytojob.com/apply/S0tOlKPZEg/Director-Vice-President-Of-Brand-And-Marketing,False,jazzhr,healthynest,4e1ssqdx5sp3dapv,HealthyBaby,healthybaby.com,"Brilliantly Developed, Environmentally Enriched. HealthyBaby’s mission is to protect and enrich the full potential of every child. We believe we can create more resilient minds by elevating everyday moments and routines with safe products in a safe space, and our system is designed to enable the deepest connections our brains are meant to make during early childhood.",linkedin.com/company/healthybaby,United States,2003.0,14.0,,,,,False,"health care, baby, retail, e-commerce, child-care, cleaning, wipes, diapers, skincare, developmental health, sustainability","Children Clothing Retailers, Clothing Retailers, Retailers",Marketing,Senior Level,People Manager,Full Time,Hybrid,"New York, New York, United States",North America,US,Office,Required,"Marketing, Business",Preferred,"Marketing, Business",Not Mentioned,True,5.0,2.0,"$180,000 - $200,000",180000.0,200000.0,86.53846153846153,96.15384615384616,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"Brand strategy, Marketing leadership, Product marketing",False,False,2025-09-05T00:00:00.000Z,"Senior marketing leader with consumer goods/parenting experience; proven brand strategy, team leadership, cross-functional collaboration, digital marketing, influencer partnerships.",,,0,0
icims___hines___591c0410-f69c-43bd-86d5-43360975909c,Director of Marketing - Hudson Square Portfolio,,Director,https://careers-hines.icims.com/jobs/13119/job?utm_source=hiringcafe_integration&iis=Job%20Board&iisn=HiringCafe,False,icims,hines,pma36uiynrjo96k1,Hines,hines.com,"Hines is a real estate property investment company, Hine invested in Capital Markets and Investment Management located throughout the world.",linkedin.com/company/hines,United States of America,1957.0,5000.0,,,,,False,"real estate, real property, estate, property management, management, property management office, real estate agency, real estate development and title company, real estate investment, real estate management, real estate agents, fire alarm systems, security control systems and monitoring, smoke detectors and alarms, commercial real estate developer, financial service, legal service, investments, commercial real estate, investment advisory service, home services, real estate developers, reit, real estate services, holding companies, commercial real estate brokerage and management, residential construction contractors, residential real estate development, real estate investment trusts, architectural and engineering services, commercial real estate management, heavy and civil engineering construction, professional services sector, engineering services, architectural services, combined office administrative service activities, construction of other civil engineering projects, construction of water projects, real estate agencies, lumber, hardware stores, real estate buyer brokers, real estate consultants, real estate appraisers, real estate appraisers-commercial and industrial, estate planning, probate, and living trusts, home builders, corporation and partnership law attorneys, estate planning, youth organizations and centers, social service organizations, internet service providers, office buildings and parks, tourist information and attractions, places of interest, feed dealers, marketing consultants, real estate rental service, land subdivision, management services, office administrative services, plate work manufacturing, activities related to real estate, offices of real estate agents and brokers, real estate development, private equity, investment management, real estate agents and managers, residential property managers, fabricated plate work, land subdividers and developers, except cemeteries, equity real estate investment trusts","Real Estate Companies, Professional Service Companies, Investment Management Companies, Real Estate Investment Trusts, Investment Companies, Financial Services Companies, Private Equity Firms",Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Required,"Marketing, Communications, Public Relations, Hospitality",Not Mentioned,Not specified,Not Mentioned,True,8.0,3.0,"$180,000 - $200,000",180000.0,200000.0,86.53846153846153,96.15384615384616,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,True,True,Not Indicated,Optional,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,"Microsoft Office, Digital marketing tools","Lead strategy, Manage budget, Oversee branding",False,False,2025-09-03T19:59:00.000Z,Bachelor’s in marketing or related; 8+ years in real estate marketing; strong traditional and digital marketing; budget management; leadership and communication.,,,0,0
icims___hines___5c1c1ebd-5f7c-4d1b-99c6-d638f584c49d,Director - Global Content,,Director,https://careers-hines.icims.com/jobs/13175/job?utm_source=hiringcafe_integration&iis=Job%20Board&iisn=HiringCafe,False,icims,hines,4sgqhwzufezw36ja,Hines,hines.com,"Hines is a real estate property investment company, Hine invested in Capital Markets and Investment Management located throughout the world.",linkedin.com/company/hines,United States of America,1957.0,5000.0,,,,,False,"real estate, real property, estate, property management, management, property management office, real estate agency, real estate development and title company, real estate investment, real estate management, real estate agents, fire alarm systems, security control systems and monitoring, smoke detectors and alarms, commercial real estate developer, financial service, legal service, investments, commercial real estate, investment advisory service, home services, real estate developers, reit, real estate services, holding companies, commercial real estate brokerage and management, residential construction contractors, residential real estate development, real estate investment trusts, architectural and engineering services, commercial real estate management, heavy and civil engineering construction, professional services sector, engineering services, architectural services, combined office administrative service activities, construction of other civil engineering projects, construction of water projects, real estate agencies, lumber, hardware stores, real estate buyer brokers, real estate consultants, real estate appraisers, real estate appraisers-commercial and industrial, estate planning, probate, and living trusts, home builders, corporation and partnership law attorneys, estate planning, youth organizations and centers, social service organizations, internet service providers, office buildings and parks, tourist information and attractions, places of interest, feed dealers, marketing consultants, real estate rental service, land subdivision, management services, office administrative services, plate work manufacturing, activities related to real estate, offices of real estate agents and brokers, real estate development, private equity, investment management, real estate agents and managers, residential property managers, fabricated plate work, land subdividers and developers, except cemeteries, equity real estate investment trusts","Real Estate Companies, Professional Service Companies, Investment Management Companies, Real Estate Investment Trusts, Investment Companies, Financial Services Companies, Private Equity Firms",Marketing,Senior Level,People Manager,Full Time,Onsite,Houston or New York or London,"North America, Europe","US, GB",Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,10.0,5.0,"$190,200 - $271,800",190200.0,271800.0,91.4423076923077,130.67307692307693,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Jasper AI,"Lead ideation, Guide content creation, Mentor writers",False,False,2025-09-11T18:48:00.000Z,10+ years in content strategy/leadership; global initiatives; manage teams/agencies; strong writing/editing; content calendars; research-based content; multimedia; social/ad copy; executive content; AI tools familiarity.,,,0,0
grnhse___nflcareers___4902509008,"Director, Global Fan Engagement Marketing",,Director,https://job-boards.greenhouse.io/nflcareers/jobs/4902509008,False,grnhse,nflcareers,9bu99jhhf6n65gc4,National Football League (NFL),nfl.com,"The National Football League (NFL) is a professional American football league in the United States. Composed of 32 teams, it is divided equally between the American Football Conference (AFC) and the National Football Conference (NFC). The NFL is one of the major professional sports leagues in the United States and Canada and the highest professional level of American football in the world. Each NFL season begins annually with a three-week preseason in August, followed by the 18-week regular season, which runs from early September to early January, with each team playing 17 games and having one bye week. Following the conclusion of the regular season, seven teams from each conference, including the four division winners and three wild card teams, advance to the playoffs, a single-elimination tournament, which culminates in the Super Bowl, played in early February between the winners of the AFC and NFC championship games. The NFL is headquartered in Midtown Manhattan.",linkedin.com/company/national-football-league,United States,1920.0,3566.0,15309.0,2013.0,,,False,"sports, football, sports club, telecommunication service, soccer club, sports league, telecommunications consultants, cable and satellite television, telecommunications services, grantmaking foundations, human services, letting of land and other own property, continuing education for adults, business and other management consultancy activities, sports organizations, grantmaking organizations, charities, corporate foundations, professional societies, associations, fund raising and/or fund distribution, education, media and entertainment, american football, sporting goods, sports leagues and teams, nonprofit organization, professional sports league, american football league, athletic conference, similar organizations, chapter and child organizations, business and community development organizations, business and industry, media, leisure facilities and services, consumer discretionary, consumer discretionary services, athletic organizations, membership organizations, professional sports teams and organizations, television broadcasting, tv broadcast and cable networks, arts, entertainment and recreation sector, management of companies and enterprises, professional sports clubs and promoters, soccer clubs, marketing consultants, clubs, sports clubs and organizations, health clubs, football clubs, activities of other membership organizations, educational, religious, and charitable trusts, activities of other membership organisations, civic, social, and fraternal associations, real estate agents and managers, religion-related, religious organization, spiritual development: christian, performing arts, spectator sports, and related industries, leagues, arts, entertainment, and recreation, leisure, hospitality, amusement and recreation services, commercial sports, arts, entertainment, and recreation, sports teams &a, communication services, marketing, digital media, spectator sports, entertainment, sponsorship, engineering, community","Sports Clubs, Entertainment Companies",Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Required,"Marketing, Business",Preferred,Business Administration,Not Mentioned,True,5.0,5.0,"$140,000 - $185,000",140000.0,185000.0,67.3076923076923,88.9423076923077,USD,Yearly,True,Minimal,Moderate,Low,Sitting,High,High,High,False,False,True,False,Not Indicated,Not Indicated,Not Indicated,None,False,True,False,False,False,False,English,1,False,None,False,Not specified,"CDP, Adobe Experience Platform, Salesforce, Braze, Journey orchestration","Lead strategy, Drive value, Architect journeys",True,False,2025-09-03T15:26:53.000Z,"5+ years leading 1:1 engagement, journey orchestration, and marketing in consumer-facing enterprise; strong MarTech and CDP experience.",,,0,0
successfactors___com___netappinc___1321317000,"Director, Enterprise Marketing (New York, NY, US, 10001)",,Director of Enterprise Marketing,https://jobs.netapp.com/job/New-York-Director%2C-Enterprise-Marketing-NY-10001/1321317000/,False,successfactors,com_netappinc,wmlq0eg89wtcrdso,NetApp,netapp.com,"NetApp, Inc. provides storage and data management solutions. The Company's storage solutions include specialized hardware, software, and services that provide storage management for open network environments. NetApp serves enterprises, government agencies, and universities worldwide.",linkedin.com/company/netapp,United States,1992.0,11800.0,6268000000.0,2024.0,NTAP,Nasdaq (NASDAQ),True,"computer storage devices, cloud computing, cloud, computer storage device manufacturing, electronic computer manufacturing, electronic computers, computer systems design services, computer integrated systems design, unit investment trusts, face-amount certificate offices, financial vehicles, data processing, hosting and related activities, software, computer data storage management, software, systems, life insurance, data storage on medium, data storage systems manufacturing, computer software, computer manufacturing, electronics store, home and garden, appliances, shopping, industrial machinery and equipment, manufacture of computers and peripheral equipment, trusts, funds and similar financial entities, direct life insurance carriers, direct insurance carriers, reinsurance carriers, computer consultancy and computer facilities management activities, computer consultancy activities, computer facilities management activities, computer-wholesale and manufacturers, major appliances, computer hardware and supplies, computer software and services, computer software publishers and developers, data management, information technology, business services, information, it services, data processing, hosting, and related services, business intelligence software, custom software &a, computer system designers and consultants, computer and equipment dealers, information processing and retrieval equipment and systems, data storage, electronic components, computer hardware, community, product service, brand, product/service, software company, internet company, enterprise, public company, software, tech hardware and semiconductors, technology hardware, computer company, network storage, storage efficiency, information management, hybrid cloud, software development, it services and it consulting, commerce de gros d'ordinateurs, applications d'entreprise, virtualisation, big data","Computer Storage Companies, Computer Hardware Companies, Software Companies",Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Required,"Marketing, Business",Preferred,"Marketing, Business",Not Mentioned,True,12.0,,"$198,050 - $293,700",198050.0,293700.0,95.21634615384616,141.20192307692307,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,"ABM, Salesforce, Marketing automation","Shape strategy, Lead team, Activate regions",False,False,2025-09-10T22:34:03.550Z,Lead enterprise marketing with ABM focus; regional campaigns; data-driven; 12+ years in enterprise tech; strong leadership.,,,0,0
grnhse___bubbleskincare___4868428007,Director of Marketing Strategy & Operations (MSO),,Director,https://job-boards.greenhouse.io/bubbleskincare/jobs/4868428007,False,grnhse,bubbleskincare,yxfl2ikde5vx3qzz,Bubble Skincare,hellobubble.com,"A playful, community-driven skincare brand focused on growth and connection.",linkedin.com/company/bubble-facecare,United States of America,2020.0,280.0,,,,,False,"beauty and cosmetics, beauty, wellness, health care, skincare, manufacturing","Soap And Cosmetics Companies, Manufacturing Companies",Marketing,Senior Level,Individual Contributor,Full Time,Hybrid,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,8.0,,"$100,000 - $150,000",100000.0,150000.0,48.07692307692308,72.11538461538461,USD,Yearly,True,None,None,Low,Sitting,High,High,Medium,False,False,False,False,Optional,Optional,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"Owns calendar, Manages budget, Leads planning",False,False,2025-09-09T13:11:31.000Z,"8-10 years in marketing operations/strategy within consumer brands; experience in CPG/beauty; budget, dashboard, and planning leadership; strong facilitation and analytical skills.",,,0,0
